DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2025-02-16 00,NaN,NaN,0.90,3.32,0.38,NaN,0.92 
2025-02-16 01,NaN,NaN,0.90,3.32,0.16,NaN,0.87 
2025-02-16 02,NaN,NaN,0.90,3.32,-0.03,NaN,0.78 
2025-02-16 03,NaN,NaN,0.90,3.32,-0.18,NaN,0.68 
2025-02-16 04,NaN,NaN,0.89,3.32,-0.26,NaN,0.59 
2025-02-16 05,1.29,NaN,0.89,3.32,-0.25,NaN,0.51 
2025-02-16 06,NaN,NaN,0.89,3.32,0.26,NaN,0.44 
2025-02-16 07,1.28,NaN,0.89,3.31,0.64,NaN,0.39 
2025-02-16 08,1.26,NaN,0.89,3.31,0.84,NaN,0.35 
2025-02-16 09,1.26,NaN,0.89,3.31,0.87,NaN,0.32 
2025-02-16 10,1.27,NaN,0.88,3.31,0.80,NaN,0.30 
2025-02-16 11,1.27,NaN,0.88,3.31,0.62,NaN,0.29 
2025-02-16 12,1.25,NaN,0.88,3.30,0.39,NaN,0.27 
2025-02-16 13,1.24,NaN,0.88,3.30,0.17,NaN,0.25 
2025-02-16 14,1.21,NaN,0.88,3.30,-0.04,NaN,0.23 
2025-02-16 15,1.19,NaN,0.88,3.29,-0.20,NaN,0.22 
2025-02-16 16,1.18,NaN,0.88,3.29,-0.29,NaN,0.20 
2025-02-16 17,1.17,NaN,0.88,3.29,-0.28,NaN,0.19 
2025-02-16 18,NaN,NaN,0.87,3.29,0.19,NaN,0.18 
2025-02-16 19,NaN,NaN,0.87,3.28,0.58,NaN,0.17 
2025-02-16 20,NaN,NaN,0.86,3.28,0.73,NaN,0.16 
2025-02-16 21,NaN,NaN,0.86,3.27,0.73,NaN,0.15 
2025-02-16 22,NaN,NaN,0.86,3.27,0.67,NaN,0.15 
2025-02-16 23,NaN,NaN,0.86,3.27,0.51,NaN,0.14 
2025-02-17 00,NaN,NaN,0.86,3.26,0.31,NaN,0.14 
2025-02-17 01,NaN,NaN,0.85,3.26,0.06,NaN,0.13 
2025-02-17 02,NaN,NaN,0.85,3.25,-0.16,NaN,0.12 
2025-02-17 03,NaN,NaN,0.85,3.25,-0.29,NaN,0.12 
2025-02-17 04,NaN,NaN,0.84,3.25,-0.40,NaN,0.12 
2025-02-17 05,NaN,NaN,0.84,3.24,-0.45,NaN,0.11 
2025-02-17 06,NaN,NaN,0.84,3.24,0.00,NaN,0.11 
2025-02-17 07,NaN,NaN,0.84,3.23,0.49,NaN,0.11 
2025-02-17 08,1.07,NaN,0.83,3.23,0.74,NaN,0.10 
2025-02-17 09,1.07,NaN,0.83,3.22,0.78,NaN,0.10 
2025-02-17 10,1.07,NaN,0.83,3.22,0.74,NaN,0.10 
2025-02-17 11,1.07,NaN,0.83,3.21,0.58,NaN,0.11 
2025-02-17 12,1.05,NaN,0.83,3.21,0.38,NaN,0.11 
2025-02-17 13,1.04,NaN,0.83,3.20,0.15,NaN,0.10 
2025-02-17 14,1.03,NaN,0.83,3.20,-0.09,NaN,0.09 
2025-02-17 15,1.03,NaN,0.83,3.19,-0.24,NaN,0.08 
2025-02-17 16,1.03,NaN,0.83,3.19,-0.35,NaN,0.07 
2025-02-17 17,NaN,NaN,0.83,3.18,-0.41,NaN,0.06 
2025-02-17 18,NaN,NaN,0.82,3.18,-0.10,NaN,0.05 
2025-02-17 19,NaN,NaN,0.82,3.17,0.30,NaN,0.05 
2025-02-17 20,NaN,NaN,0.81,3.17,0.57,NaN,0.04 
2025-02-17 21,NaN,NaN,0.82,3.16,0.65,NaN,0.04 
2025-02-17 22,NaN,NaN,0.81,3.16,0.60,NaN,0.04 
2025-02-17 23,NaN,NaN,0.81,3.15,0.47,NaN,0.06 
2025-02-18 00,NaN,NaN,0.80,3.15,0.30,NaN,0.09 
2025-02-18 01,NaN,NaN,0.81,3.14,0.09,NaN,0.12 
2025-02-18 02,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-18 03,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-18 04,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-18 05,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-18 06,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-18 07,NaN,NaN,0.80,3.12,0.36,NaN,0.23 
2025-02-18 08,NaN,NaN,0.79,3.11,0.64,NaN,0.21 
2025-02-18 09,1.23,NaN,0.79,3.11,0.71,NaN,0.19 
2025-02-18 10,1.21,NaN,0.79,3.10,0.65,NaN,0.17 
2025-02-18 11,1.21,NaN,0.79,3.09,0.55,NaN,0.16 
2025-02-18 12,1.21,NaN,0.79,3.09,0.40,NaN,0.14 
2025-02-18 13,1.23,NaN,0.79,3.08,0.21,NaN,0.12 
2025-02-18 14,1.24,NaN,0.79,3.08,-0.05,NaN,0.11 
2025-02-18 15,1.25,NaN,0.79,3.07,-0.24,NaN,0.09 
2025-02-18 16,1.25,NaN,0.79,3.07,-0.36,NaN,0.07 
2025-02-18 17,NaN,NaN,0.79,3.06,-0.45,NaN,0.06 
2025-02-18 18,NaN,NaN,0.78,3.06,-0.41,NaN,0.05 
2025-02-18 19,NaN,NaN,0.78,3.05,0.10,NaN,0.04 
2025-02-18 20,NaN,NaN,0.77,3.05,0.22,NaN,0.04 
2025-02-18 21,NaN,NaN,0.77,3.04,0.35,NaN,0.03 
2025-02-18 22,NaN,NaN,0.77,3.03,0.51,NaN,0.02 
2025-02-18 23,NaN,NaN,0.77,3.03,0.49,NaN,0.02 
2025-02-19 00,NaN,NaN,0.77,3.02,0.34,NaN,0.01 
2025-02-19 01,1.09,NaN,0.77,3.02,0.13,NaN,0.01 
2025-02-19 02,1.08,NaN,0.76,3.01,-0.08,NaN,0.01 
2025-02-19 03,NaN,NaN,0.75,3.00,-0.23,NaN,0.01 
2025-02-19 04,NaN,NaN,0.75,3.00,-0.33,NaN,0.00 
2025-02-19 05,NaN,NaN,0.75,2.99,-0.38,NaN,0.00 
2025-02-19 06,1.08,NaN,0.75,2.99,-0.32,NaN,0.00 
2025-02-19 07,1.09,NaN,0.75,2.98,0.15,NaN,-0.01 
2025-02-19 08,1.09,NaN,0.75,2.97,0.49,NaN,-0.01 
2025-02-19 09,1.08,NaN,0.74,2.97,0.72,NaN,-0.02 
2025-02-19 10,1.07,NaN,0.75,2.96,0.72,NaN,-0.02 
2025-02-19 11,1.05,NaN,0.75,2.96,0.61,NaN,-0.01 
2025-02-19 12,1.03,NaN,0.74,2.95,0.48,NaN,-0.01 
2025-02-19 13,1.01,NaN,0.74,2.94,0.30,NaN,-0.01 
2025-02-19 14,0.99,NaN,0.74,2.94,0.06,NaN,-0.01 
2025-02-19 15,NaN,NaN,0.74,2.93,-0.12,NaN,-0.02 
2025-02-19 16,0.98,NaN,0.74,2.93,-0.26,NaN,-0.02 
2025-02-19 17,NaN,NaN,0.73,2.92,-0.36,NaN,-0.03 
2025-02-19 18,NaN,NaN,0.73,2.91,-0.39,NaN,-0.03 
2025-02-19 19,NaN,NaN,0.73,2.91,-0.14,NaN,-0.03 
2025-02-19 20,NaN,NaN,0.73,2.90,0.08,NaN,-0.04 
2025-02-19 21,NaN,NaN,0.73,2.90,0.28,NaN,-0.05 
2025-02-19 22,NaN,NaN,0.73,2.89,0.34,NaN,-0.05 
2025-02-19 23,NaN,NaN,0.72,2.89,0.32,NaN,-0.06 
2025-02-20 00,NaN,NaN,0.72,2.88,0.24,NaN,-0.06 
2025-02-20 01,NaN,NaN,0.72,2.87,0.14,NaN,-0.07 
2025-02-20 02,NaN,NaN,0.73,2.87,-0.01,NaN,-0.07 
2025-02-20 03,NaN,NaN,0.72,2.86,-0.18,NaN,-0.08 
2025-02-20 04,NaN,NaN,0.72,2.86,-0.26,NaN,-0.08 
2025-02-20 05,-3.36,NaN,0.72,2.85,-0.30,NaN,-0.08 
2025-02-20 06,NaN,NaN,0.74,2.84,-0.29,NaN,-0.08 
2025-02-20 07,NaN,NaN,0.74,2.84,0.09,NaN,-0.08 
2025-02-20 08,NaN,NaN,0.74,2.83,0.38,NaN,-0.08 
2025-02-20 09,1.69,NaN,0.74,2.83,0.49,NaN,-0.08 
2025-02-20 10,1.92,NaN,0.74,2.82,0.53,NaN,-0.08 
2025-02-20 11,NaN,NaN,0.75,2.81,0.53,NaN,-0.07 
2025-02-20 12,2.36,NaN,0.75,2.81,0.41,NaN,-0.06 
2025-02-20 13,NaN,NaN,0.74,2.80,0.30,NaN,-0.05 
2025-02-20 14,NaN,NaN,0.74,2.80,0.10,NaN,0.06 
2025-02-20 15,NaN,NaN,0.74,2.80,-0.06,NaN,0.46 
2025-02-20 16,2.79,NaN,0.74,2.79,-0.23,NaN,0.98 
2025-02-20 17,NaN,NaN,0.75,2.79,-0.32,NaN,1.27 
2025-02-20 18,NaN,NaN,0.74,2.78,-0.39,NaN,1.37 
2025-02-20 19,NaN,NaN,0.74,2.78,-0.37,NaN,1.35 
2025-02-20 20,NaN,NaN,0.74,2.78,-0.17,NaN,1.27 
2025-02-20 21,NaN,NaN,0.74,2.77,-0.05,NaN,1.18 
2025-02-20 22,NaN,NaN,0.74,2.77,0.13,NaN,1.08 
2025-02-20 23,NaN,NaN,0.74,2.76,0.16,NaN,0.98 
2025-02-21 00,NaN,NaN,0.74,2.76,0.13,NaN,0.89 
2025-02-21 01,NaN,NaN,0.74,2.76,0.10,NaN,0.81 
2025-02-21 02,NaN,NaN,0.74,2.75,0.05,NaN,0.75 
2025-02-21 03,NaN,NaN,0.75,2.75,-0.06,NaN,0.71 
2025-02-21 04,NaN,NaN,0.75,2.75,-0.13,NaN,0.71 
2025-02-21 05,NaN,NaN,0.75,2.74,-0.21,NaN,0.79 
2025-02-21 06,NaN,NaN,0.74,2.74,-0.25,NaN,1.02 
2025-02-21 07,NaN,NaN,0.75,2.74,-0.03,NaN,1.31 
2025-02-21 08,NaN,NaN,0.75,2.73,0.11,NaN,1.49 
2025-02-21 09,NaN,NaN,0.75,2.73,0.28,NaN,1.66 
2025-02-21 10,NaN,NaN,0.75,2.73,0.36,NaN,1.95 
2025-02-21 11,NaN,NaN,0.75,2.72,0.36,NaN,2.29 
2025-02-21 12,NaN,NaN,0.78,2.72,0.39,NaN,2.50 
2025-02-21 13,5.29,NaN,0.78,2.72,0.36,NaN,2.51 
2025-02-21 14,NaN,NaN,0.78,2.72,0.20,NaN,2.40 
2025-02-21 15,NaN,NaN,0.79,2.72,0.07,NaN,2.24 
2025-02-21 16,NaN,NaN,0.79,2.71,-0.05,NaN,2.09 
2025-02-21 17,NaN,NaN,0.81,2.71,-0.11,NaN,1.95 
2025-02-21 18,NaN,NaN,0.81,2.71,-0.24,NaN,1.83 
2025-02-21 19,NaN,NaN,0.82,2.71,-0.30,NaN,1.73 
2025-02-21 20,NaN,NaN,0.82,2.71,-0.32,NaN,1.67 
2025-02-21 21,NaN,NaN,0.82,2.71,-0.26,NaN,1.62 
2025-02-21 22,NaN,NaN,0.83,2.71,-0.19,NaN,1.58 
2025-02-21 23,NaN,NaN,0.83,2.71,-0.03,NaN,1.53 
2025-02-22 00,4.02,NaN,0.83,2.72,0.00,NaN,1.48 
2025-02-22 01,NaN,NaN,0.83,2.72,-0.02,NaN,1.42 
2025-02-22 02,NaN,NaN,0.83,2.72,0.02,NaN,1.36 
2025-02-22 03,NaN,NaN,0.83,2.72,0.08,NaN,1.28 
2025-02-22 04,NaN,NaN,0.82,2.72,0.05,NaN,1.20 
2025-02-22 05,NaN,NaN,0.83,2.72,0.01,NaN,1.12 
2025-02-22 06,NaN,NaN,0.82,2.73,-0.06,NaN,1.05 
2025-02-22 07,2.98,NaN,0.82,2.73,-0.07,NaN,0.97 
2025-02-22 08,2.92,NaN,0.82,2.73,0.12,NaN,0.91 
2025-02-22 09,2.85,NaN,0.82,2.73,0.12,NaN,0.85 
2025-02-22 10,2.76,NaN,0.82,2.73,0.10,NaN,0.80 
2025-02-22 11,2.72,NaN,0.83,2.73,0.20,NaN,0.75 
2025-02-22 12,2.62,NaN,0.83,2.73,0.36,NaN,0.71 
2025-02-22 13,2.55,NaN,0.82,2.73,0.38,NaN,0.68 
2025-02-22 14,2.52,NaN,0.82,2.74,0.28,NaN,0.65 
2025-02-22 15,2.49,NaN,0.82,2.74,0.19,NaN,0.62 
2025-02-22 16,2.42,NaN,0.82,2.74,0.10,NaN,0.60 
2025-02-22 17,NaN,NaN,0.82,2.74,-0.01,NaN,0.58 
2025-02-22 18,NaN,NaN,0.82,2.74,-0.05,NaN,0.57 
2025-02-22 19,NaN,NaN,0.82,2.74,-0.17,NaN,0.57 
2025-02-22 20,NaN,NaN,0.83,2.74,-0.38,NaN,0.57 
2025-02-22 21,NaN,NaN,0.83,2.74,-0.45,NaN,0.59 
2025-02-22 22,NaN,NaN,0.83,2.74,-0.44,NaN,0.60 
2025-02-22 23,NaN,NaN,0.83,2.74,-0.38,NaN,0.60 
2025-02-23 00,NaN,NaN,0.83,2.74,-0.30,NaN,0.62 
2025-02-23 01,NaN,NaN,0.83,2.75,-0.20,NaN,0.68 
2025-02-23 02,NaN,NaN,0.83,2.75,-0.09,NaN,0.80 
2025-02-23 03,NaN,NaN,0.84,2.75,0.11,NaN,0.94 
2025-02-23 04,NaN,NaN,0.84,2.75,0.28,NaN,1.07 
2025-02-23 05,NaN,NaN,0.84,2.75,0.17,NaN,1.15 
2025-02-23 06,NaN,NaN,0.84,2.75,0.06,NaN,1.18 
2025-02-23 07,NaN,NaN,0.84,2.75,-0.01,NaN,1.16 
2025-02-23 08,NaN,NaN,0.84,2.75,0.00,NaN,1.11 
2025-02-23 09,2.23,NaN,0.84,2.75,-0.02,NaN,1.05 
2025-02-23 10,2.16,NaN,0.85,2.75,-0.04,NaN,0.99 
2025-02-23 11,2.12,NaN,0.85,2.76,-0.05,NaN,0.93 
2025-02-23 12,2.09,NaN,0.84,2.76,0.11,NaN,0.87 
2025-02-23 13,2.06,NaN,0.84,2.76,0.30,NaN,0.83 
2025-02-23 14,2.02,NaN,0.85,2.76,0.39,NaN,0.78 
2025-02-23 15,1.99,NaN,0.84,2.76,0.40,NaN,0.74 
2025-02-23 16,1.96,NaN,0.84,2.76,0.31,NaN,0.70 
2025-02-23 17,NaN,NaN,0.85,2.76,0.25,NaN,0.66 
2025-02-23 18,1.90,NaN,0.84,2.76,0.17,NaN,0.63 
2025-02-23 19,NaN,NaN,0.85,2.76,0.02,NaN,0.60 
2025-02-23 20,NaN,NaN,0.85,2.76,-0.18,NaN,0.57 
2025-02-23 21,NaN,NaN,0.85,2.76,-0.34,NaN,0.55 
2025-02-23 22,NaN,NaN,0.85,2.76,-0.47,NaN,0.52 
2025-02-23 23,NaN,NaN,0.85,2.76,-0.52,NaN,0.51 
2025-02-24 00,NaN,NaN,0.85,2.76,-0.51,NaN,0.49 
2025-02-24 01,NaN,NaN,0.85,2.76,-0.29,NaN,0.48 
2025-02-24 02,NaN,NaN,0.85,2.76,-0.14,NaN,0.46 
2025-02-24 03,NaN,NaN,0.85,2.77,0.20,NaN,0.45 
2025-02-24 04,NaN,NaN,0.85,2.77,0.48,NaN,0.43 
2025-02-24 05,NaN,NaN,0.85,2.77,0.49,NaN,0.42 
2025-02-24 06,NaN,NaN,0.85,2.77,0.41,NaN,0.41 
2025-02-24 07,NaN,NaN,0.85,2.77,0.27,NaN,0.39 
2025-02-24 08,1.80,NaN,0.86,2.77,0.12,NaN,0.38 
2025-02-24 09,1.79,NaN,0.85,2.77,0.00,NaN,0.37 
2025-02-24 10,1.78,NaN,0.85,2.77,-0.06,NaN,0.36 
2025-02-24 11,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-24 12,1.69,NaN,0.85,2.77,-0.12,NaN,0.34 
2025-02-24 13,1.66,NaN,0.84,2.77,0.15,NaN,0.32 
2025-02-24 14,1.66,NaN,0.85,2.77,0.44,NaN,0.31 
2025-02-24 15,1.65,NaN,0.85,2.77,0.61,NaN,0.30 
2025-02-24 16,1.60,NaN,0.85,2.77,0.56,NaN,0.29 
2025-02-24 17,NaN,NaN,0.85,2.77,0.50,NaN,0.28 
2025-02-24 18,NaN,NaN,0.85,2.77,0.42,NaN,0.27 
2025-02-24 19,NaN,NaN,0.85,2.77,0.26,NaN,0.26 
2025-02-24 20,NaN,NaN,0.84,2.77,0.03,NaN,0.25 
2025-02-24 21,NaN,NaN,0.84,2.77,-0.23,NaN,0.24 
2025-02-24 22,NaN,NaN,0.84,2.77,-0.41,NaN,0.23 
2025-02-24 23,NaN,NaN,0.83,2.77,-0.60,NaN,0.22 
2025-02-25 00,NaN,NaN,0.84,2.77,-0.69,NaN,0.21 
2025-02-25 01,NaN,NaN,0.83,2.77,-0.66,NaN,0.20 
2025-02-25 02,NaN,NaN,0.83,2.77,-0.50,NaN,NaN 
2025-02-25 03,NaN,NaN,0.83,2.77,0.04,NaN,0.18 
2025-02-25 04,NaN,NaN,0.83,2.77,0.38,NaN,0.18 
2025-02-25 05,NaN,NaN,0.83,2.77,0.60,NaN,0.17 
2025-02-25 06,NaN,NaN,0.83,2.77,0.58,NaN,0.16 
2025-02-25 07,NaN,NaN,0.83,2.76,0.48,NaN,0.16 
2025-02-25 08,1.46,NaN,0.83,2.76,0.27,NaN,0.16 
2025-02-25 09,1.43,NaN,0.82,2.76,0.03,NaN,0.15 
2025-02-25 10,1.40,NaN,0.83,2.76,-0.18,NaN,0.14 
2025-02-25 11,1.39,NaN,0.83,2.76,-0.30,NaN,0.14 
2025-02-25 12,1.37,NaN,0.83,2.76,-0.33,NaN,0.13 
2025-02-25 13,1.35,NaN,0.82,2.76,-0.15,NaN,0.13 
2025-02-25 14,1.33,NaN,0.82,2.76,0.15,NaN,0.12 
2025-02-25 15,1.33,NaN,0.83,2.76,0.54,NaN,0.11 
2025-02-25 16,1.32,NaN,0.82,2.76,0.71,NaN,0.11 
2025-02-25 17,NaN,NaN,0.82,2.75,0.76,NaN,0.10 
2025-02-25 18,NaN,NaN,0.82,2.75,0.74,NaN,0.10 
2025-02-25 19,NaN,NaN,0.82,2.75,0.53,NaN,0.10 
2025-02-25 20,NaN,NaN,0.82,2.75,0.26,NaN,0.10 
2025-02-25 21,NaN,NaN,0.82,2.75,-0.03,NaN,0.09 
2025-02-25 22,NaN,NaN,0.82,2.75,-0.27,NaN,0.08 
2025-02-25 23,NaN,NaN,0.82,2.75,-0.46,NaN,0.07 
2025-02-26 00,NaN,NaN,0.82,2.74,-0.66,NaN,0.06 
2025-02-26 01,NaN,NaN,0.81,2.74,-0.76,NaN,0.06 
2025-02-26 02,NaN,NaN,0.82,2.74,-0.72,NaN,0.05 
2025-02-26 03,NaN,NaN,0.81,2.74,-0.08,NaN,0.05 
2025-02-26 04,NaN,NaN,0.81,2.74,0.37,NaN,0.04 
2025-02-26 05,NaN,NaN,0.81,2.74,0.69,NaN,0.04 
2025-02-26 06,NaN,NaN,0.81,2.74,0.79,NaN,0.04 
2025-02-26 07,NaN,NaN,0.81,2.73,0.75,NaN,0.04 
2025-02-26 08,1.31,NaN,0.81,2.73,0.56,NaN,0.04 
2025-02-26 09,1.30,NaN,0.82,2.73,0.26,NaN,0.05 
2025-02-26 10,1.27,NaN,0.81,2.73,0.01,NaN,0.04 
2025-02-26 11,1.27,NaN,0.81,2.73,-0.20,NaN,0.04 
2025-02-26 12,1.25,NaN,0.81,2.72,-0.36,NaN,0.03 
2025-02-26 13,1.23,NaN,0.81,2.72,-0.43,NaN,0.03 
2025-02-26 14,1.22,NaN,0.82,2.72,-0.37,NaN,0.02 
2025-02-26 15,1.22,NaN,0.82,2.72,0.33,NaN,0.02 
2025-02-26 16,1.23,NaN,0.82,2.72,0.76,NaN,0.01 
2025-02-26 17,1.23,NaN,0.82,2.71,0.92,NaN,0.01 
2025-02-26 18,1.23,NaN,0.82,2.71,0.96,NaN,0.00 
2025-02-26 19,1.22,NaN,0.84,2.71,0.89,NaN,0.02 
2025-02-26 20,1.21,NaN,0.84,2.70,0.64,NaN,0.03 
2025-02-26 21,1.20,NaN,0.84,2.70,0.34,NaN,0.03 
2025-02-26 22,1.20,NaN,0.84,2.70,0.04,NaN,0.01 
2025-02-26 23,1.20,NaN,0.84,2.70,-0.21,NaN,NaN 
2025-02-27 00,1.20,NaN,0.84,2.70,-0.40,NaN,-0.02 
2025-02-27 01,1.21,NaN,0.84,2.69,-0.62,NaN,-0.03 
2025-02-27 02,1.21,NaN,0.84,2.69,-0.74,NaN,NaN 
2025-02-27 03,1.21,NaN,0.84,2.69,-0.65,NaN,-0.04 
2025-02-27 04,1.21,NaN,0.84,2.69,0.20,NaN,-0.04 
2025-02-27 05,1.22,NaN,0.84,2.68,0.63,NaN,-0.05 
2025-02-27 06,1.22,NaN,0.84,2.68,0.83,NaN,-0.05 
2025-02-27 07,1.21,NaN,0.84,2.68,0.87,NaN,-0.05 
2025-02-27 08,1.21,NaN,0.84,2.68,0.77,NaN,-0.04 
2025-02-27 09,1.21,NaN,0.84,2.67,0.52,NaN,-0.03 
2025-02-27 10,1.21,NaN,0.84,2.67,0.21,NaN,-0.03 
2025-02-27 11,1.20,NaN,0.84,2.67,-0.07,NaN,-0.04 
2025-02-27 12,1.17,NaN,0.84,2.66,-0.29,NaN,-0.04 
2025-02-27 13,1.18,NaN,0.84,2.66,-0.47,NaN,-0.05 
2025-02-27 14,1.15,NaN,0.84,2.66,-0.55,NaN,NaN 
2025-02-27 15,1.14,NaN,0.84,2.65,-0.09,NaN,-0.07 
2025-02-27 16,1.12,NaN,0.84,2.65,0.50,NaN,-0.07 
2025-02-27 17,1.12,NaN,0.84,2.65,0.86,NaN,-0.07 
2025-02-27 18,1.14,NaN,0.83,2.64,0.99,NaN,-0.08 
2025-02-27 19,1.14,NaN,0.83,2.64,1.02,NaN,-0.07 
2025-02-27 20,1.15,NaN,0.83,2.64,0.89,NaN,NaN 
2025-02-27 21,1.15,NaN,0.83,2.63,0.62,NaN,NaN 
2025-02-27 22,1.15,NaN,0.83,2.63,0.33,NaN,NaN 
2025-02-27 23,1.16,NaN,0.83,2.63,0.02,NaN,-0.06 
2025-02-28 00,1.16,NaN,0.83,2.62,-0.23,NaN,-0.08 
2025-02-28 01,1.15,NaN,0.83,2.62,-0.43,NaN,-0.09 
2025-02-28 02,1.14,NaN,0.82,2.62,-0.63,NaN,-0.10 
2025-02-28 03,1.14,NaN,0.82,2.61,-0.72,NaN,-0.11 
2025-02-28 04,1.13,NaN,0.82,2.61,-0.12,NaN,-0.11 
2025-02-28 05,1.13,NaN,0.82,2.61,0.47,NaN,-0.12 
2025-02-28 06,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-02-28 07,1.14,NaN,0.81,2.60,0.96,NaN,-0.12 
2025-02-28 08,1.14,NaN,0.81,2.60,0.97,NaN,-0.12 
2025-02-28 09,1.14,NaN,0.81,2.60,0.80,NaN,-0.09 
2025-02-28 10,1.14,NaN,0.81,2.59,0.50,NaN,-0.07 
2025-02-28 11,1.13,NaN,0.82,2.59,0.20,NaN,-0.08 
2025-02-28 12,1.11,NaN,0.81,2.59,-0.05,NaN,-0.10 
2025-02-28 13,1.10,NaN,0.81,2.58,-0.35,NaN,-0.11 
2025-02-28 14,1.10,NaN,0.81,2.58,-0.53,NaN,-0.12 
2025-02-28 15,1.08,NaN,0.81,2.58,-0.51,NaN,-0.12 
2025-02-28 16,1.08,NaN,0.81,2.57,0.12,NaN,-0.13 
2025-02-28 17,1.08,NaN,0.81,2.57,0.66,NaN,-0.13 
2025-02-28 18,1.09,NaN,0.81,2.56,0.96,NaN,-0.13 
2025-02-28 19,1.10,NaN,0.80,2.56,1.05,NaN,-0.13 
2025-02-28 20,1.10,NaN,0.80,2.56,1.08,NaN,-0.11 
2025-02-28 21,1.10,NaN,0.80,2.55,0.94,NaN,-0.06 
2025-02-28 22,1.10,NaN,0.80,2.55,0.65,NaN,-0.05 
2025-02-28 23,1.10,NaN,0.80,2.54,0.35,NaN,-0.07 
2025-03-01 00,1.09,NaN,0.80,2.54,0.06,NaN,-0.09 
2025-03-01 01,1.08,NaN,0.80,2.54,-0.21,NaN,-0.10 
2025-03-01 02,1.08,NaN,0.79,2.54,-0.40,NaN,-0.11 
2025-03-01 03,1.09,NaN,0.79,2.53,-0.59,NaN,-0.11 
2025-03-01 04,1.09,NaN,0.79,2.53,-0.58,NaN,-0.11 
2025-03-01 05,1.09,NaN,0.79,2.53,0.24,NaN,-0.10 
2025-03-01 06,1.09,NaN,0.79,2.52,0.70,NaN,-0.09 
2025-03-01 07,1.10,NaN,0.79,2.52,0.93,NaN,-0.08 
2025-03-01 08,1.10,NaN,0.79,2.51,1.01,NaN,-0.08 
2025-03-01 09,1.10,NaN,0.79,2.51,0.98,NaN,-0.05 
2025-03-01 10,1.09,NaN,0.78,2.51,0.75,NaN,-0.01 
2025-03-01 11,1.08,NaN,0.78,2.50,0.44,NaN,-0.01 
2025-03-01 12,1.07,NaN,0.79,2.50,0.13,NaN,-0.03 
2025-03-01 13,1.06,NaN,0.79,2.49,-0.15,NaN,-0.05 
2025-03-01 14,1.05,NaN,0.79,2.49,-0.35,NaN,-0.07 
2025-03-01 15,1.04,NaN,0.79,2.49,-0.53,NaN,-0.09 
2025-03-01 16,1.05,NaN,0.79,2.49,-0.35,NaN,-0.07 
2025-03-01 17,1.04,NaN,0.79,2.49,-0.53,NaN,-0.09 
2025-03-01 18,1.04,NaN,0.78,2.48,-0.58,NaN,-0.1 
2025-03-01 19,1.04,NaN,0.78,2.48,0.24,NaN,-0.1 
2025-03-01 20,1.06,NaN,0.78,2.47,0.77,NaN,-0.11 
2025-03-01 21,1.06,NaN,0.78,2.47,0.99,NaN,-0.11 
2025-03-01 22,1.06,NaN,0.78,2.47,1.07,NaN,-0.11 
2025-03-01 23,1.1,NaN,0.79,2.46,1.07,NaN,-0.07 
2025-03-02 00,1.13,NaN,0.79,2.46,0.86,NaN,-0.03 
2025-03-02 01,1.13,NaN,0.79,2.45,0.56,NaN,-0.03 
2025-03-02 02,1.14,NaN,0.79,2.45,0.26,NaN,-0.04 
2025-03-02 03,1.14,NaN,0.79,2.45,-0.03,NaN,-0.06 
2025-03-02 04,1.14,NaN,0.79,2.44,-0.26,NaN,-0.07 
2025-03-02 05,1.15,NaN,0.79,2.44,-0.44,NaN,-0.06 
2025-03-02 06,1.15,NaN,0.79,2.44,-0.6,NaN,-0.06 
2025-03-02 07,1.15,NaN,0.79,2.43,-0.07,NaN,-0.04 
2025-03-02 08,1.15,NaN,0.79,2.43,0.52,NaN,-0.01 
2025-03-02 09,1.15,NaN,0.79,2.43,0.86,NaN,0.03 
2025-03-02 10,1.14,NaN,0.79,2.42,0.99,NaN,0.07 
2025-03-02 11,1.10,NaN,0.78,2.41,0.66,NaN,0.16 
2025-03-02 12,1.07,NaN,0.78,2.41,0.36,NaN,0.14 
2025-03-02 13,1.04,NaN,0.78,2.40,0.06,NaN,0.11 
2025-03-02 14,1.03,NaN,0.78,2.40,-0.20,NaN,0.07 
2025-03-02 15,1.01,NaN,0.78,2.39,-0.38,NaN,0.04 
2025-03-02 16,1.01,NaN,0.78,2.39,-0.55,NaN,0.01 
2025-03-02 17,1.01,NaN,0.78,2.39,-0.51,NaN,-0.02 
2025-03-02 18,1.02,NaN,0.78,2.38,0.42,NaN,-0.04 
2025-03-02 19,1.02,NaN,0.78,2.38,0.84,NaN,-0.06 
2025-03-02 20,1.03,NaN,0.78,2.37,0.99,NaN,-0.07 
2025-03-02 21,1.08,NaN,0.77,2.37,1.04,NaN,-0.08 
2025-03-02 22,1.09,NaN,0.77,2.37,0.98,NaN,-0.05 
2025-03-02 23,1.29,NaN,0.77,2.36,0.73,NaN,-0.04 
